angles_l,angles_r,torso_area,frame
149.50709754621366,149.50709754621366,1480.8780922367878,526
143.70644597471747,143.70644597471747,1029.328980518214,527
137.5501944026357,137.5501944026357,1225.9440067704418,528
138.10202567314965,138.10202567314965,984.5365978457121,529
129.53010019577104,129.53010019577104,1123.6522154977429,530
129.9404007299084,129.9404007299084,1120.2102260718675,531
129.07721285752817,129.07721285752817,1189.5367241524655,532
124.92509489957095,124.92509489957095,1468.525171927191,533
109.01706098936103,109.01706098936103,976.5953111395793,534
90.08992909040734,90.08992909040734,1328.1566610107548,535
90.26001072130896,90.26001072130896,1288.1993604374002,536
94.88377905834994,94.88377905834994,988.6116093625023,537
89.57222328840459,89.57222328840459,1163.6455879789864,538
93.39408277916755,93.39408277916755,1411.5298041355563,539
103.20964880867837,103.20964880867837,708.1060727013391,540
103.79125790155439,103.79125790155439,714.3220690445887,541
90.24107886615849,90.24107886615849,848.5920863483916,542
108.11452894931534,108.11452894931534,1020.0095358878752,543
113.96166034621115,113.96166034621115,758.1506017793436,544
127.41316927913172,127.41316927913172,1023.8079630984139,545
127.42294826361524,127.42294826361524,1026.9573682358605,546
130.35734476576786,130.35734476576786,1318.1697503785254,547
132.6723560159868,132.6723560159868,1648.2825443416514,548
136.68179621730698,136.68179621730698,1872.047313561663,549
130.7083998833266,130.7083998833266,2133.9024078721995,550
130.8118094564599,130.8118094564599,2116.2662608002865,551
133.1863774929785,133.1863774929785,1938.511429742226,552
159.13196622642178,159.13196622642178,540.6262645486277,553
153.9801305711472,153.9801305711472,1076.3567722967127,554
169.63046217233938,169.63046217233938,1688.1678191246901,555
169.61619349288586,169.61619349288586,1697.15898169727,556
172.9282860435391,172.9282860435391,1876.6547860471765,557
174.08302051026683,174.08302051026683,1871.8092145561604,558
173.83054235179452,173.83054235179452,2105.953063585206,559
178.2364051160715,178.2364051160715,2177.6369390995533,560
178.1696842251763,178.1696842251763,2190.358032081953,561
180.26431173030545,180.26431173030545,2174.860892149365,562
179.538443709187,179.538443709187,2190.2231517940236,563
179.91648767675875,179.91648767675875,2179.593135878684,564
180.57004034643882,180.57004034643882,2094.7312872721595,565
180.48455683190713,180.48455683190713,2148.3756567335804,566
183.53156301135422,183.53156301135422,1807.957900504378,567
182.8793525960476,182.8793525960476,1938.3163331995092,568
182.79772385135962,182.79772385135962,1958.0566174304113,569
182.57940643344716,182.57940643344716,2009.113746418756,570
182.57067731355514,182.57067731355514,2037.60578889506,571
179.37370093361406,179.37370093361406,2530.2154139066333,572
179.43705455646756,179.43705455646756,2329.779036974396,573
180.59343808953943,180.59343808953943,2076.628471448603,574
179.17595051510153,179.17595051510153,2150.5149143986127,575
179.10179770983467,179.10179770983467,2125.9241728370616,576
176.4326658312688,176.4326658312688,1765.0679013119734,577
163.29281281623366,163.29281281623366,1142.9463809431836,578
162.42855332402257,162.42855332402257,1361.3269644166721,579
162.03100340066024,162.03100340066024,1396.162656807428,580
162.1023952248807,162.1023952248807,1379.2759323489154,581
149.57607052593167,149.57607052593167,1482.9203768515436,582
149.03728569982616,149.03728569982616,1546.5665404596803,583
141.25954532871637,141.25954532871637,1331.6556652958243,584
136.0081709991592,136.0081709991592,1515.0257375592628,585
135.53279220117494,135.53279220117494,1463.3122158039478,586
130.08601334525028,130.08601334525028,1218.5067005313613,587
134.00772861034972,134.00772861034972,1589.9014192989853,588
115.09939918450749,115.09939918450749,774.6650548777397,589
97.74251205919171,97.74251205919171,1681.573944660442,590
97.82766417862962,97.82766417862962,1660.7153333234746,591
89.48606390637741,89.48606390637741,1654.4155125318357,592
84.24329823139658,84.24329823139658,1332.5587773138686,593
90.23321150952779,90.23321150952779,1017.573807036184,594
91.64565595872335,91.64565595872335,1322.4863598031661,595
91.65989809943397,91.65989809943397,1330.8573499037739,596
87.59655947599413,87.59655947599413,1227.1783618500049,597
97.73742876847842,97.73742876847842,816.6083238919236,598
89.14497405835886,89.14497405835886,1475.97382226451,599
116.2153059631348,116.2153059631348,890.043649975938,600
116.72289603109112,116.72289603109112,884.9271709990135,601
117.68062435486283,117.68062435486283,1186.126868848296,602
153.92759824590001,153.92759824590001,1285.0372733175318,603
134.6619010462312,134.6619010462312,1403.2953122269973,604
145.89882607055483,145.89882607055483,1574.7606765341043,605
145.6108706331657,145.6108706331657,1559.298145805049,606
146.5548382608684,146.5548382608684,1951.8844138963032,607
154.71366354575363,154.71366354575363,850.3818050643458,608
151.86417062268697,151.86417062268697,1057.5055104823696,609
153.4563878737084,153.4563878737084,1291.3605972209625,610
153.37519223384646,153.37519223384646,1049.5702159993816,611
172.34013346636888,172.34013346636888,1029.2379664951586,612
159.26933576992363,159.26933576992363,1984.3681232808158,613
165.13346683689494,165.13346683689494,1981.8207413130585,614
166.07771778077273,166.07771778077273,1930.0806029949745,615
166.04813470566756,166.04813470566756,1946.313952057324,616
170.0321689238325,170.0321689238325,2112.3649893757465,617
168.44084867367528,168.44084867367528,2540.062927358682,618
168.18956111578916,168.18956111578916,2607.00925741611,619
173.313652741266,173.313652741266,2250.657681811208,620
173.34667860399273,173.34667860399273,2262.5017524974974,621
174.47254104080005,174.47254104080005,2243.511455990316,622
173.97056140446819,173.97056140446819,2342.8465890380467,623
174.53027180192436,174.53027180192436,2313.6606357236888,624
