angles_l,angles_r,torso_area,frame
132.2323204006476,132.2323204006476,1314.0354012406897,45
152.48733283951364,152.48733283951364,998.7406616188964,46
154.91189254513233,154.91189254513233,1216.7762465174746,47
154.60948819115544,154.60948819115544,1225.5570625812397,48
169.66329172462576,169.66329172462576,971.5899763668713,49
167.67701911619324,167.67701911619324,963.8714629409806,50
154.9136739425475,154.9136739425475,1532.1182940183644,51
161.90050251697923,161.90050251697923,1612.1295362134842,52
161.69890577985677,161.69890577985677,1657.0875285229558,53
164.95981074285788,164.95981074285788,1751.3068346513319,54
167.35318018076802,167.35318018076802,2062.8677526300307,55
176.66048015420972,176.66048015420972,2096.6343231729406,56
176.77852296205944,176.77852296205944,2085.1810112951207,57
176.84134685278474,176.84134685278474,2098.988009511224,58
176.7640927628854,176.7640927628854,2207.1751945467695,59
177.0263325371972,177.0263325371972,2191.0765082814833,60
177.38755789798373,177.38755789798373,2192.041029671287,61
177.2282371277245,177.2282371277245,2266.3449544175746,62
177.24954968613966,177.24954968613966,2270.7247820577104,63
181.67281197042718,181.67281197042718,2126.1643294371897,64
182.27897378804676,182.27897378804676,2082.3951971136776,65
182.3011207536864,182.3011207536864,2110.6472446389744,66
179.4060627507023,179.4060627507023,2164.4312035755793,67
179.47565450362765,179.47565450362765,2156.4629134919232,68
178.43890043214404,178.43890043214404,2148.416126014752,69
177.863255111328,177.863255111328,2102.3809099953214,70
176.14275616897586,176.14275616897586,1715.2279786982617,71
176.27152408952816,176.27152408952816,1625.2775529198116,72
176.2175374623614,176.2175374623614,1619.1257568046713,73
176.34325130234927,176.34325130234927,1510.2448521728074,74
176.03627080768138,176.03627080768138,1515.2348913347087,75
156.73025464548897,156.73025464548897,1426.9350089830987,76
155.67382388082518,155.67382388082518,1373.2944706153794,77
155.66109494397097,155.66109494397097,1378.5602612768416,78
151.5101220247732,151.5101220247732,1104.30492543758,79
146.4363229442825,146.4363229442825,1429.4499249192304,80
139.73112925740347,139.73112925740347,1371.8208118620823,81
136.7064597100717,136.7064597100717,1343.4905474278203,82
136.18630484294212,136.18630484294212,1394.2839350753056,83
131.43492399062458,131.43492399062458,1357.0238630605163,84
125.87259535513087,125.87259535513087,804.0128590547683,85
116.27168928465744,116.27168928465744,1178.8837898214842,86
106.3022190297753,106.3022190297753,1310.1919220576674,87
105.82887052489718,105.82887052489718,1323.8121046933375,88
92.44352826834603,92.44352826834603,660.6548069913551,89
82.45790932498221,82.45790932498221,1077.3045993856067,90
91.46400777270713,91.46400777270713,1004.246074923707,91
92.14496083704682,92.14496083704682,930.8599372287426,92
92.04730267713171,92.04730267713171,1003.5020631322841,93
81.16035033875914,81.16035033875914,1179.5489587490592,94
92.91328229482343,92.91328229482343,893.7457909472287,95
105.55565616357018,105.55565616357018,1513.3294606781128,96
116.29843246721686,116.29843246721686,939.779604990923,97
116.38864628039556,116.38864628039556,920.1495488045039,98
147.54828623900514,147.54828623900514,1367.080081900087,99
139.41199146929486,139.41199146929486,755.411377198383,100
142.54055145900094,142.54055145900094,798.7989285452495,101
145.61350547520857,145.61350547520857,1112.7691832476849,102
145.6026828091971,145.6026828091971,1116.5189468164608,103
150.24744373985524,150.24744373985524,813.5529588879726,104
144.18956310939637,144.18956310939637,798.3944475921162,105
155.64922346475407,155.64922346475407,803.1706617847958,106
158.72114754481547,158.72114754481547,1243.3899700629263,107
158.7753709129541,158.7753709129541,1211.2752987398417,108
169.63051697341194,169.63051697341194,1463.6177814412804,109
175.18338029924493,175.18338029924493,1697.7251970553625,110
173.88777982975338,173.88777982975338,1864.7514493464187,111
174.58607402496116,174.58607402496116,1908.1458454178864,112
174.53108723384852,174.53108723384852,1930.1663044459565,113
174.2416907066514,174.2416907066514,2048.4066641831887,114
174.72043222778976,174.72043222778976,2075.6764906473763,115
174.64865970047882,174.64865970047882,2127.3224198969474,116
174.32854836617048,174.32854836617048,2041.4485480966177,117
174.3068203159561,174.3068203159561,2038.714735323163,118
183.25662763014392,183.25662763014392,2056.5930073091295,119
183.56603505387147,183.56603505387147,1956.9814912833317,120
182.30878761088877,182.30878761088877,2063.3355014035697,121
180.6649452092139,180.6649452092139,2328.5244144749886,122
180.73182128203825,180.73182128203825,2314.7549064219493,123
180.56609337115907,180.56609337115907,2335.7833503609,124
179.6544017669562,179.6544017669562,2296.807115760894,125
177.2535162347653,177.2535162347653,2144.906733687698,126
174.89433175061487,174.89433175061487,1578.921773550399,127
164.4361405567092,164.4361405567092,1618.09143190967,128
161.8024437619767,161.8024437619767,1629.0181882547113,129
162.46906850388172,162.46906850388172,1769.2958104857244,130
162.83093822360925,162.83093822360925,1250.9198752287339,131
151.86996794095907,151.86996794095907,1434.15926499317,132
151.97811213417035,151.97811213417035,1465.320637246914,133
150.9705296766134,150.9705296766134,1378.9868291910389,134
147.36945439459802,147.36945439459802,1198.1137097375613,135
168.62939164373236,168.62939164373236,990.6173645643721,136
168.44660999048264,168.44660999048264,889.2403866347158,137
169.68641358532642,169.68641358532642,1240.4666406628967,138
127.78414001836111,127.78414001836111,1104.9094228071772,139
122.02418535398567,122.02418535398567,981.7878993696067,140
116.08152794929958,116.08152794929958,1254.2161049577262,141
108.16213039740677,108.16213039740677,1454.616482324942,142
99.34002002591086,99.34002002591086,1444.9371031000483,143
91.63296342037336,91.63296342037336,1946.9309351947304,144
80.84763993120208,80.84763993120208,1387.827779975516,145
78.16753485550328,78.16753485550328,1233.866020551286,146
78.113326346762,78.113326346762,1216.5528157952212,147
79.01209498038924,79.01209498038924,1172.6648796555965,148
81.2165881421036,81.2165881421036,1465.9648376580153,149
85.91810865693054,85.91810865693054,1231.2373969299806,150
104.27779070545017,104.27779070545017,1013.2542336021143,151
103.73848341401003,103.73848341401003,1019.178320745501,152
111.93363807554124,111.93363807554124,1344.8158205953514,153
117.77284815826755,117.77284815826755,1399.28834604827,154
132.42150514033082,132.42150514033082,752.4723929039901,155
133.43433407552033,133.43433407552033,1389.4167436371208,156
133.75191023241175,133.75191023241175,1405.6178618066479,157
130.56264514224287,130.56264514224287,1699.242156553999,158
133.53995683262292,133.53995683262292,1738.386306895918,159
154.52524931667054,154.52524931667054,1200.1049652063084,160
153.8150720590406,153.8150720590406,665.6601888332516,161
153.84440531247364,153.84440531247364,950.6317812479101,162
155.54954547257262,155.54954547257262,891.2553992390458,163
170.0452614346989,170.0452614346989,640.0660701354645,164
175.88938320455654,175.88938320455654,1345.6970581809146,165
173.91492649379856,173.91492649379856,1550.6649872765847,166
173.8178338132202,173.8178338132202,1560.5139389584874,167
168.70225218183768,168.70225218183768,1986.2990293142866,168
173.69619927434016,173.69619927434016,2255.4932140316378,169
174.4834616499774,174.4834616499774,2260.35299239141,170
174.4465599619251,174.4465599619251,2370.502208801896,171
174.6169735834822,174.6169735834822,2374.823094082065,172
174.14160098444415,174.14160098444415,2392.518189028793,173
174.42936129751223,174.42936129751223,2355.392569483258,174
174.04584835464303,174.04584835464303,2352.3647529114096,175
173.7902796219022,173.7902796219022,1731.0960775722633,176
173.81986417789605,173.81986417789605,1711.2704269009628,177
173.49438620833735,173.49438620833735,1711.0475346720123,178
171.86479083427398,171.86479083427398,1909.9486692256469,179
179.17656419565765,179.17656419565765,1504.8294953038057,180
179.849951899042,179.849951899042,2203.4104477799337,181
179.9085070448016,179.9085070448016,2191.087431064545,182
177.88012430665165,177.88012430665165,1547.5007899595948,183
173.2324396227147,173.2324396227147,1963.2593534770422,184
173.08126874899972,173.08126874899972,1308.1068950435365,185
174.13090565818092,174.13090565818092,1365.302905655859,186
174.11940784273173,174.11940784273173,1362.8311773281603,187
175.18966772821992,175.18966772821992,1173.2569613642409,188
151.1894998462217,151.1894998462217,1368.0006150593981,189
150.04461489522745,150.04461489522745,1328.5959862520685,190
176.34657792141132,176.34657792141132,1383.6995352836238,191
176.19092958537922,176.19092958537922,1393.8944668963377,192
164.0583091668486,164.0583091668486,1640.8405464822572,193
137.80670467670097,137.80670467670097,1504.7573913411907,194
128.08804120126578,128.08804120126578,1718.377194081142,195
110.39651732753782,110.39651732753782,1752.4839255939442,196
111.349215333106,111.349215333106,1803.3938736306154,197
114.61113913642095,114.61113913642095,855.8946703402471,198
104.67782889913329,104.67782889913329,737.6868550925574,199
89.60296565658984,89.60296565658984,1635.9116305181087,200
81.44898642729146,81.44898642729146,1605.7717699066707,201
81.54284769977278,81.54284769977278,1581.5932181424432,202
81.11258169735066,81.11258169735066,1341.297557654354,203
82.94221852411653,82.94221852411653,1377.0551203119685,204
93.96240939689778,93.96240939689778,1024.8141529094428,205
95.88593457914908,95.88593457914908,1169.6656550224143,206
101.13355435423364,101.13355435423364,951.308745964765,207
118.88971323119534,118.88971323119534,910.2670654980611,208
115.20630120537206,115.20630120537206,1104.1057849743374,209
130.39857362397981,130.39857362397981,712.4762359724118,210
131.88899969607834,131.88899969607834,1041.6017796000233,211
135.44744574583035,135.44744574583035,755.2711396560771,212
146.2529923819925,146.2529923819925,681.9478533003858,213
151.4257241035713,151.4257241035713,989.3108589990879,214
156.06996829147607,156.06996829147607,914.8467291393608,215
155.42183102553304,155.42183102553304,976.9200452192745,216
155.25240185050126,155.25240185050126,934.9485599548498,217
155.60433441027092,155.60433441027092,1028.9663640615618,218
169.9708439574693,169.9708439574693,832.3808187444811,219
159.4687732271089,159.4687732271089,1849.1586966726463,220
172.9954159942775,172.9954159942775,1604.1025046835348,221
172.72121321457428,172.72121321457428,1607.523650441959,222
176.81639309457503,176.81639309457503,1612.2960471479964,223
175.7645159933976,175.7645159933976,2401.238791956581,224
177.52843257682704,177.52843257682704,2296.931882853736,225
177.08254553289458,177.08254553289458,2293.9193223901675,226
177.17285750721507,177.17285750721507,2286.8068191072452,227
178.81930568633987,178.81930568633987,2303.2914211218085,228
182.4377380024773,182.4377380024773,2038.5259749502293,229
183.17839830722005,183.17839830722005,1900.577334823458,230
182.04631826545787,182.04631826545787,1920.7809514077962,231
182.20909314094465,182.20909314094465,1941.979466318102,232
181.17630962943605,181.17630962943605,1396.7774265735643,233
178.97998720676014,178.97998720676014,2056.4171782070916,234
177.678856498722,177.678856498722,2299.712466037374,235
177.0622048425599,177.0622048425599,2063.1752316507846,236
177.0599807622451,177.0599807622451,2065.4696598570517,237
177.97611848386475,177.97611848386475,1890.2982712636367,238
173.40576882650245,173.40576882650245,1238.1731250133016,239
160.3866870059249,160.3866870059249,1374.5496739292576,240
158.49160708400456,158.49160708400456,1662.514237700365,241
158.59836179288706,158.59836179288706,1655.9338812316273,242
158.4395281180902,158.4395281180902,1170.3113582922815,243
172.1468166196776,172.1468166196776,1609.0412019475043,244
148.57339127045174,148.57339127045174,1149.6622569047177,245
147.52709420122557,147.52709420122557,1050.3874702257162,246
147.67077973061032,147.67077973061032,1038.8836688901065,247
165.4530177838776,165.4530177838776,1124.4198680069676,248
162.30112952107166,162.30112952107166,939.7113199904707,249
137.33092106908234,137.33092106908234,874.6111874588096,250
122.291260422595,122.291260422595,1547.9746444758057,251
121.79687871216166,121.79687871216166,1526.6930450534273,252
110.95548883052243,110.95548883052243,1236.0113304856059,253
93.86370381819182,93.86370381819182,1186.4634000904043,254
76.64046273336226,76.64046273336226,1237.816880666258,255
93.30495365225102,93.30495365225102,863.4725585393899,256
93.43087956531355,93.43087956531355,874.1497783741943,257
75.7214713035529,75.7214713035529,1172.3839947421366,258
85.46400688961802,85.46400688961802,793.0932647002337,259
81.22216374845408,81.22216374845408,1075.965283855854,260
94.7261949365722,94.7261949365722,916.2401859414385,261
94.54304901280102,94.54304901280102,958.1900142991217,262
102.66976172260149,102.66976172260149,1011.9554334220302,263
127.19826475604089,127.19826475604089,302.47540685797867,264
131.5801136695977,131.5801136695977,251.11179243511287,265
131.544389600838,131.544389600838,787.9038862378657,266
131.55122165999194,131.55122165999194,796.2614669566974,267
132.55259492501932,132.55259492501932,1220.0716617161524,268
149.9839798361146,149.9839798361146,446.2508754892624,269
155.18973665482008,155.18973665482008,926.2796887187578,270
156.6443752842776,156.6443752842776,746.0404850284685,271
156.64436047238055,156.64436047238055,745.3958913335664,272
170.60782547130378,170.60782547130378,901.1427033497457,273
171.4466914978666,171.4466914978666,951.1543823394459,274
168.603120740835,168.603120740835,1990.2216900518106,275
176.23708120965472,176.23708120965472,1897.4885999415055,276
176.25543975474767,176.25543975474767,1884.054142566376,277
169.93613454975338,169.93613454975338,1991.7160433688186,278
175.35443418432962,175.35443418432962,1821.8398200607917,279
174.96313179463354,174.96313179463354,1879.314335580595,280
179.69709751500682,179.69709751500682,2055.916139168541,281
179.72862276084572,179.72862276084572,2033.5678129296648,282
179.51807984477557,179.51807984477557,2060.5519836864332,283
180.56209077687882,180.56209077687882,1837.5104617919133,284
180.66496500262664,180.66496500262664,1899.011371996079,285
180.1994041282046,180.1994041282046,2256.692402752873,286
180.20296147767667,180.20296147767667,2256.3451939599763,287
178.3388320602593,178.3388320602593,2098.9740055436414,288
179.54859740378618,179.54859740378618,2218.7442581867654,289
178.30401147318895,178.30401147318895,2583.4539131863203,290
178.32452063207148,178.32452063207148,2382.054749262483,291
178.13701170831456,178.13701170831456,2390.977742404735,292
178.71434291641472,178.71434291641472,1961.5435111259212,293
163.82469409854474,163.82469409854474,1628.2974106947659,294
162.7794004669201,162.7794004669201,1740.7495592152118,295
166.92163502106445,166.92163502106445,1086.864306579344,296
166.84968498571362,166.84968498571362,1111.321109013239,297
157.84630388762932,157.84630388762932,1342.5066182993032,298
150.03324376907926,150.03324376907926,1217.1881057261635,299
150.71417073010383,150.71417073010383,1118.1926372664166,300
171.7240385954766,171.7240385954766,1220.4083706357487,301
171.27816284298945,171.27816284298945,929.6692232338391,302
164.63934140985793,164.63934140985793,1255.7014384454233,303
138.65890645208407,138.65890645208407,784.2826820354239,304
138.7308034978644,138.7308034978644,943.7564670529246,305
117.51807061754351,117.51807061754351,1177.9624216373486,306
117.09398534688762,117.09398534688762,1211.6164673781605,307
104.08368429194817,104.08368429194817,964.296835499219,308
84.65964304253691,84.65964304253691,1922.4201080482599,309
90.32143198328907,90.32143198328907,1046.401385455727,310
76.90762831509511,76.90762831509511,1479.8453061535838,311
77.4767384618512,77.4767384618512,1496.5573305462021,312
76.1929723777206,76.1929723777206,1552.9021421824436,313
95.13337770412926,95.13337770412926,1763.133453881048,314
81.57657542933896,81.57657542933896,1216.0775225365942,315
102.39755273391177,102.39755273391177,1205.5675593426422,316
86.54196797655351,86.54196797655351,1198.2122639169684,317
108.26182143888724,108.26182143888724,920.7209764356667,318
111.31477218760517,111.31477218760517,649.0103086053714,319
125.57968093481097,125.57968093481097,1456.628728980213,320
127.86791671348195,127.86791671348195,1575.6166035303904,321
127.73634633857205,127.73634633857205,1616.1603521463403,322
147.9767486289257,147.9767486289257,2044.9748050982598,323
141.35784598808544,141.35784598808544,2353.2518387056625,324
135.9680369973015,135.9680369973015,2110.573339943774,325
167.68964558013,167.68964558013,448.99573156493716,326
168.30338527324736,168.30338527324736,817.6065653146215,327
154.22590520569392,154.22590520569392,1521.560658548653,328
157.8952515077563,157.8952515077563,2065.258063834015,329
174.07721629038886,174.07721629038886,1466.101034797015,330
166.5387457378687,166.5387457378687,1976.376884988611,331
166.48025590782092,166.48025590782092,1981.634772562982,332
171.34215428301474,171.34215428301474,2148.5995358210275,333
172.4076680005592,172.4076680005592,2056.218676066055,334
172.8192166222914,172.8192166222914,2172.419616930005,335
172.09568135558882,172.09568135558882,2302.56234822479,336
172.13415734269594,172.13415734269594,2290.8375713811256,337
172.0677295687154,172.0677295687154,2502.2604522017937,338
180.92474532806654,180.92474532806654,2601.6870493137976,339
179.34426139229106,179.34426139229106,2399.1558382632575,340
179.56862300593724,179.56862300593724,2387.8638234660757,341
179.57964222829574,179.57964222829574,2385.1061530314255,342
178.84073892231206,178.84073892231206,2492.423320181995,343
178.44224492995411,178.44224492995411,2511.1782846707647,344
179.74188056490297,179.74188056490297,2497.5508852126586,345
179.68115788885422,179.68115788885422,2217.4630271462593,346
179.7692145599259,179.7692145599259,2198.631474453461,347
177.74371135372357,177.74371135372357,2199.7137081614565,348
174.6078053428438,174.6078053428438,1724.9903055115064,349
171.05755352087803,171.05755352087803,2129.68227431766,350
174.8723929324515,174.8723929324515,1253.2532730096718,351
173.77295013626613,173.77295013626613,1392.6364999521466,352
174.58213124498454,174.58213124498454,1248.5767927586712,353
151.43938815387727,151.43938815387727,1415.7375888563693,354
147.37769211378557,147.37769211378557,1593.0777746662352,355
146.22194841385326,146.22194841385326,995.9470338972897,356
146.32603885790138,146.32603885790138,966.5464843269147,357
167.16212077655186,167.16212077655186,1273.5677390082565,358
165.4212729965422,165.4212729965422,1244.44225148455,359
165.2991339773527,165.2991339773527,932.0836976379214,360
118.82821527311995,118.82821527311995,1281.475155543274,361
119.09449767824361,119.09449767824361,1292.6674124351557,362
113.57566720554581,113.57566720554581,1279.894610439631,363
97.9063237050749,97.9063237050749,1301.2539740063658,364
91.8941521590105,91.8941521590105,1093.0565855015448,365
91.69475166879556,91.69475166879556,1213.3871411079454,366
92.53831152296425,92.53831152296425,1182.4566898062913,367
80.52617733617643,80.52617733617643,1300.3193398864532,368
80.09991129550616,80.09991129550616,954.0760330333433,369
80.7462006074498,80.7462006074498,1053.2145489984832,370
80.0802744752229,80.0802744752229,1020.1213466026384,371
80.22865361798108,80.22865361798108,1023.8821456589794,372
117.86798209107695,117.86798209107695,1293.944347681827,373
103.51015826254024,103.51015826254024,1079.2029447531968,374
121.64040323495095,121.64040323495095,1007.9620336931403,375
129.55521710038215,129.55521710038215,1270.3451437572076,376
129.5694090403097,129.5694090403097,1272.092094599604,377
127.38020346317771,127.38020346317771,1444.2353342942224,378
123.50802197201986,123.50802197201986,1653.8883284670446,379
146.27041204609677,146.27041204609677,1772.634661649412,380
129.02166936929635,129.02166936929635,2387.380093296175,381
129.10205232359283,129.10205232359283,2424.2867690129788,382
159.3929375084038,159.3929375084038,720.3131835913518,383
169.45956367975896,169.45956367975896,1048.3599828492734,384
166.20588564944015,166.20588564944015,1564.6281520379998,385
166.359555748958,166.359555748958,1542.681041290256,386
172.4448054940643,172.4448054940643,1400.7254968254492,387
175.51534413807832,175.51534413807832,1949.571341704068,388
176.86512239178708,176.86512239178708,1990.1531508870685,389
178.87088927511866,178.87088927511866,2287.051800928348,390
178.669242351516,178.669242351516,2293.4756361697437,391
178.21264228374952,178.21264228374952,2226.866976336707,392
177.71188567144665,177.71188567144665,2020.8787289142638,393
177.9567156702495,177.9567156702495,2257.839030485622,394
179.71111489188954,179.71111489188954,2239.7301664833285,395
178.8400557506383,178.8400557506383,1895.5576084170389,396
178.88459345437215,178.88459345437215,1892.510180658166,397
183.6435470354304,183.6435470354304,1701.9842032762826,398
180.30330154588245,180.30330154588245,2051.8442071952304,399
178.92765580285803,178.92765580285803,2309.0387991650277,400
178.9159810531306,178.9159810531306,2300.1419762295845,401
178.57165697794323,178.57165697794323,2149.6482618236114,402
176.93617417227642,176.93617417227642,2157.9579812170196,403
177.4854862551987,177.4854862551987,2054.7747835974296,404
177.17117745388597,177.17117745388597,1499.1913709811852,405
177.28153107259658,177.28153107259658,1484.6054540586556,406
173.73175201537614,173.73175201537614,1581.5003109240497,407
173.22210088222195,173.22210088222195,2020.2703530856088,408
177.15021902912193,177.15021902912193,1302.3784210266458,409
157.3130363141924,157.3130363141924,1276.2830991853698,410
172.7204087376508,172.7204087376508,1276.1840681113827,411
152.49581464928934,152.49581464928934,1361.33256707713,412
167.84478106303382,167.84478106303382,1105.6541377361718,413
166.97852657946814,166.97852657946814,995.988190488788,414
139.95503272841302,139.95503272841302,1128.502734275331,415
139.89568202467802,139.89568202467802,1121.3073116459418,416
132.06411215769924,132.06411215769924,710.5254657616897,417
133.29923829379092,133.29923829379092,659.2102348828048,418
116.2292057608197,116.2292057608197,800.5457511626155,419
115.94932102227281,115.94932102227281,754.3369976003014,420
115.50910344767232,115.50910344767232,748.2483532927581,421
87.60802906625128,87.60802906625128,1652.0153429335332,422
79.9615252088841,79.9615252088841,1115.4520130712044,423
81.11309947327334,81.11309947327334,1582.4609481912921,424
84.76295355864329,84.76295355864329,1585.7414530129317,425
85.1029162033957,85.1029162033957,1570.7702993912244,426
81.10597755963408,81.10597755963408,1505.7965076561668,427
85.02985755887113,85.02985755887113,1268.2071495149285,428
95.92939369284193,95.92939369284193,725.8423190313042,429
92.96678379390863,92.96678379390863,1228.6177581121592,430
92.19489339347348,92.19489339347348,1235.4021010498836,431
110.3557048281236,110.3557048281236,1087.8775819106959,432
124.83398827647804,124.83398827647804,711.6378408197052,433
124.33415762584946,124.33415762584946,670.6637585333519,434
123.48588250410518,123.48588250410518,830.6788059453393,435
123.83206422985609,123.83206422985609,813.6511048469547,436
120.17055667283967,120.17055667283967,547.754864905175,437
128.7310128665933,128.7310128665933,835.651729399222,438
142.59329723061083,142.59329723061083,716.9313916121173,439
173.79970409559658,173.79970409559658,477.41813680967607,440
173.504877909634,173.504877909634,488.71630056963477,441
160.01816739828158,160.01816739828158,1246.157416364833,442
161.1988826120478,161.1988826120478,1935.8608694640716,443
174.77105602206512,174.77105602206512,1463.386248294897,444
169.7305440050634,169.7305440050634,2059.179920209943,445
169.9497894670502,169.9497894670502,2038.404973156903,446
172.3835009493864,172.3835009493864,2122.9657006970738,447
173.60401572459958,173.60401572459958,2282.137322692288,448
173.51510969781754,173.51510969781754,2325.969093701031,449
173.56734187010935,173.56734187010935,2464.8984951236635,450
173.5677809760395,173.5677809760395,2462.0786536458327,451
173.2120966651245,173.2120966651245,2439.9997482081308,452
173.75096119344576,173.75096119344576,2443.36547088698,453
173.29315818346427,173.29315818346427,2517.1138475839107,454
173.01334026316323,173.01334026316323,2425.6727605144915,455
172.93688334330054,172.93688334330054,2420.4882179246124,456
173.23786274360805,173.23786274360805,2460.670691980551,457
180.96880030601972,180.96880030601972,2534.709500495519,458
181.02639523812596,181.02639523812596,2294.4562093742425,459
179.73696760388134,179.73696760388134,2100.0417086597954,460
179.7042746448857,179.7042746448857,2096.299241980545,461
178.81294725904652,178.81294725904652,1863.0178366562104,462
174.0303142199295,174.0303142199295,1304.9716083104067,463
173.22985337726467,173.22985337726467,1757.8274523557338,464
174.06096479700724,174.06096479700724,1324.2902017511806,465
174.04364137558605,174.04364137558605,1334.1364330492652,466
177.013974422851,177.013974422851,990.6711340675683,467
150.90355259611349,150.90355259611349,1174.2276360497344,468
145.24842664727296,145.24842664727296,1114.606005472786,469
142.3163560873412,142.3163560873412,740.1498733001354,470
142.15082604334438,142.15082604334438,733.3671965320391,471
140.71064064474143,140.71064064474143,854.6468502383505,472
127.8446624488829,127.8446624488829,1045.9407874491444,473
133.19307612596717,133.19307612596717,937.2976426638197,474
175.96620197189876,175.96620197189876,1236.1233107539156,475
175.12758209477582,175.12758209477582,1225.8315495212883,476
102.77249624395245,102.77249624395245,910.7602670541819,477
105.1253939200642,105.1253939200642,1297.167057222323,478
93.11206661589392,93.11206661589392,706.1991473982198,479
94.13441372056616,94.13441372056616,1261.5390478393383,480
94.10537192506467,94.10537192506467,1253.3259035620868,481
70.37398601858933,70.37398601858933,1502.9492437251174,482
69.51283128434198,69.51283128434198,1409.3025410102127,483
94.58510500534663,94.58510500534663,931.0501149374177,484
103.84955147703562,103.84955147703562,1187.9642356391705,485
103.67491153255162,103.67491153255162,1211.40736992014,486
113.3592550734663,113.3592550734663,920.9736616757,487
112.50787582530327,112.50787582530327,1234.9036610531475,488
131.1236784832682,131.1236784832682,1200.9133586588578,489
126.06690467803327,126.06690467803327,1262.349839806484,490
126.24950194190839,126.24950194190839,1246.1706051516376,491
143.9315575424141,143.9315575424141,1045.6984115267696,492
154.01611582291565,154.01611582291565,687.5100103385194,493
152.38358532989312,152.38358532989312,1010.3791685891192,494
149.69811747593053,149.69811747593053,751.1348589903937,495
149.5597679556848,149.5597679556848,725.1801546024071,496
155.5979829961571,155.5979829961571,925.582763530605,497
156.40264834757437,156.40264834757437,1436.4321410565608,498
169.27079830185227,169.27079830185227,1867.121230980265,499
168.092219631845,168.092219631845,1777.070833561309,500
167.90023023852947,167.90023023852947,1771.5835079671815,501
170.83096185617168,170.83096185617168,2012.6202443651637,502
171.5687704126005,171.5687704126005,1992.4782389143656,503
171.96753174909597,171.96753174909597,2176.1150572635597,504
171.64953863875724,171.64953863875724,2384.467407216427,505
171.70317451331005,171.70317451331005,2386.685352194945,506
171.59726787069644,171.59726787069644,2526.5367247591057,507
171.59491368925433,171.59491368925433,2326.9997053161205,508
171.41584310684078,171.41584310684078,2216.475187610704,509
171.61594950520174,171.61594950520174,1984.701141258629,510
171.55366754424261,171.55366754424261,2014.6301583683744,511
171.505113152781,171.505113152781,1857.1501882726952,512
179.0463937470127,179.0463937470127,2181.015508479082,513
178.6655564851055,178.6655564851055,2419.753758284234,514
177.39790361591602,177.39790361591602,2465.5369916639465,515
177.45125481867305,177.45125481867305,2453.6698535028336,516
178.69680248464482,178.69680248464482,2319.962185327291,517
177.6070775921698,177.6070775921698,2133.3180633995653,518
176.3930218182977,176.3930218182977,1807.6372185016444,519
173.0512593064459,173.0512593064459,1936.4305843183247,520
172.96507593531064,172.96507593531064,1677.2846200486529,521
158.19243872114524,158.19243872114524,1690.5097209528321,522
153.14462397976052,153.14462397976052,1428.0296835764748,523
153.85696720097343,153.85696720097343,1503.2875832940917,524
149.2867258015859,149.2867258015859,1457.5663519368827,525
